EnsemblID,gene_name,logFC,logCPM,PValue,FDR,F,gene_biotype,GroupA_AvgCPM,GroupB_AvgCPM,GroupA_stdv,GroupB_stdv,log10FDR,alias,mygene_name,summary
CR_05140W_A,CR_05140W_A,-1.29085,5.13494,7.50E-05,0.000748884,42.7128,protein_coding,49.562,20.2384,10.1895,5.06695,3.12559,NA,uncharacterized protein,NA
CR_05170C_A,FDH1,3.59022,10.0429,2.88E-07,3.91E-05,152.931,protein_coding,161.732,1947.81,36.189,683.789,4.40728,NA,formate dehydrogenase (NAD+),NA
CR_05210W_A,CR_05210W_A,1.1961,0.673529,0.0122846,0.0299773,9.39744,protein_coding,0.85941,1.9743,0.379636,0.819489,1.52321,NA,uncharacterized protein,NA
CR_05330W_A,CR_05330W_A,1.02358,4.54276,0.000513954,0.00269833,25.9067,protein_coding,15.2661,31.0229,3.28269,7.84376,2.56891,NA,uncharacterized protein,NA
CR_05340C_A,IFE2,1.19631,5.97933,0.000202335,0.00145011,33.228,protein_coding,38.2502,87.65,11.8437,16.7452,2.8386,NA,Ife2p,NA
CR_05430W_A,CSP1,-2.48075,1.80837,7.40E-06,0.000187233,73.7969,protein_coding,5.5804,0.997504,1.52253,0.349379,3.72762,NA,Csp1p,NA
CR_05610C_A,SRR1,-1.27862,6.18108,1.22E-05,0.000240676,65.5409,protein_coding,102.439,42.218,18.6081,6.57699,3.61857,NA,Srr1p,NA
CR_05800C_A,LCL2,-1.23365,5.95508,0.000824291,0.00376912,22.9641,protein_coding,86.7246,36.878,26.1899,11.8327,2.42376,NA,uncharacterized protein,NA
CR_05940W_A,CEK2,-1.40455,1.51585,0.00623581,0.0175914,12.0747,protein_coding,3.84535,1.45976,1.55197,0.818111,1.7547,NA,Cek2p,NA
CR_06010W_A,CR_06010W_A,1.09187,5.17312,1.27E-05,0.000246763,64.8754,protein_coding,22.9469,48.9242,3.69411,6.42697,3.60772,NA,uncharacterized protein,NA
CR_06030C_A,CR_06030C_A,3.02875,1.00639,4.55E-05,0.000551641,48.6112,protein_coding,0.395277,3.28749,0.148929,1.58429,3.25834,NA,uncharacterized protein,NA
CR_06140W_A,CR_06140W_A,-1.07135,5.6718,0.000754443,0.00353083,23.5509,protein_coding,68.7712,32.7004,18.8391,7.3579,2.45212,NA,uncharacterized protein,NA
CR_06250W_A,CR_06250W_A,-1.23709,0.805101,0.00155932,0.00605556,18.8277,protein_coding,2.17815,0.925517,0.396099,0.356646,2.21785,NA,uncharacterized protein,NA
CR_06270W_A,CR_06270W_A,-1.32318,1.73037,0.000386204,0.00223697,27.8734,protein_coding,4.45789,1.75995,0.516961,0.688758,2.65034,NA,uncharacterized protein,NA
CR_06460W_A,GST3,1.78164,4.94378,3.48E-05,0.000477499,52.4534,protein_coding,13.8139,47.4616,4.85301,8.97008,3.32103,NA,Gst3p,NA
CR_06500C_A,CR_06500C_A,1.23732,5.56668,0.00264613,0.00902486,16.1767,protein_coding,28.1593,66.35,13.955,3.83504,2.04456,NA,uncharacterized protein,NA
CR_06510W_A,CR_06510W_A,1.78996,5.40712,6.50E-05,0.000684433,44.9924,protein_coding,18.9865,65.6136,8.12785,6.16339,3.16467,NA,uncharacterized protein,NA
CR_06550C_A,CR_06550C_A,-1.85251,5.3011,0.0009093,0.00403067,22.3266,protein_coding,61.368,16.9536,22.8454,8.73057,2.39462,NA,uncharacterized protein,NA
CR_06590C_A,RGS2,1.36843,3.36024,0.000766797,0.003571,23.1835,protein_coding,5.62768,14.5533,1.31081,5.8257,2.44721,NA,GTPase-activating protein,NA
CR_06770C_A,CR_06770C_A,-1.20921,6.87135,0.000146962,0.00116884,36.0712,protein_coding,163.165,70.5993,23.6585,22.8649,2.93224,NA,uncharacterized protein,NA
CR_06800C_A,HHF22,1.20421,8.77536,0.00741659,0.02016,11.431,protein_coding,265.164,610.948,126.922,206.327,1.69551,NA,histone,NA
CR_06810W_A,HHT2,1.37136,8.39665,0.00771323,0.0207813,11.2704,protein_coding,187.846,485.953,104.022,179.932,1.68233,NA,histone,NA
CR_07110C_A,CR_07110C_A,1.4152,2.50898,3.83E-05,0.000499406,49.9958,protein_coding,3.0146,8.05119,0.814002,1.22412,3.30155,NA,uncharacterized protein,NA
CR_07120C_A,CR_07120C_A,1.3234,4.41707,0.000285099,0.00182653,30.4353,protein_coding,12.1217,30.3214,4.68868,3.79674,2.73837,NA,uncharacterized protein,NA
CR_07140C_A,CR_07140C_A,-1.94336,2.11636,0.000392842,0.00225487,27.8913,protein_coding,6.5402,1.66695,1.92904,0.929304,2.64688,NA,uncharacterized protein,NA
CR_07290W_A,FRE7,1.10592,9.27034,0.0006556,0.00322435,24.2184,protein_coding,391.657,843.007,98.6667,219.634,2.49156,NA,Fre7p,NA
CR_07460C_A,CR_07460C_A,2.22383,5.88739,7.62E-06,0.000188892,75.2469,protein_coding,20.838,97.309,8.04118,17.1953,3.72379,NA,uncharacterized protein,NA
CR_07470W_A,CR_07470W_A,1.29702,3.98047,8.73E-06,0.000207417,70.761,protein_coding,9.04295,22.2473,1.42272,3.89624,3.68316,NA,guanine nucleotide exchange factor,NA
CR_07530C_A,ECM22,-1.42804,5.72944,0.000155794,0.00121446,36.0624,protein_coding,77.0124,28.603,26.6824,3.89114,2.91562,NA,Ecm22p,NA
CR_07620W_A,AAT21,-1.31974,10.8702,8.21E-07,6.25E-05,120.26,protein_coding,2672.48,1070.59,132.663,131.593,4.20426,NA,aspartate transaminase,NA
CR_07680C_A,CR_07680C_A,1.19863,1.5263,0.00106869,0.00453937,20.9987,protein_coding,1.64537,3.77511,0.658458,0.605681,2.343,NA,uncharacterized protein,NA
CR_07810W_A,YHB5,-2.63321,7.90237,0.000156049,0.00121446,36.0472,protein_coding,411.649,66.2933,108.677,41.7795,2.91562,NA,Yhb5p,NA
CR_07820W_A,CR_07820W_A,1.72581,0.868569,0.00014034,0.00113644,36.4589,protein_coding,0.759578,2.56243,0.122008,0.780013,2.94445,NA,uncharacterized protein,NA
CR_07830C_A,CR_07830C_A,-1.15769,5.44593,1.27E-06,7.71E-05,109.255,protein_coding,59.8908,26.8464,5.54133,3.29065,4.11289,NA,uncharacterized protein,NA
CR_07840C_A,CR_07840C_A,-2.11905,1.65765,2.56E-06,0.000111489,93.8039,protein_coding,4.7896,1.08955,0.990543,0.180748,3.95277,NA,uncharacterized protein,NA
CR_08250C_A,HSP104,-2.06208,9.30303,0.000429729,0.00238656,27.5478,protein_coding,1018.81,243.985,600.814,19.0043,2.62223,NA,chaperone ATPase,NA
CR_08350W_A,SIL1,-1.11148,6.61219,3.16E-06,0.000121352,89.158,protein_coding,133.449,61.7613,14.0906,8.52355,3.91595,NA,uncharacterized protein,NA
CR_08420W_A,CR_08420W_A,-1.20802,6.52001,0.0019908,0.00729624,17.6816,protein_coding,127.752,55.3156,57.4187,5.2197,2.1369,NA,uncharacterized protein,NA
CR_08440W_A,CR_08440W_A,-1.53196,2.95307,3.20E-05,0.000444705,52.2087,protein_coding,11.1728,3.85658,3.25462,0.351863,3.35193,NA,uncharacterized protein,NA
CR_08450C_A,CR_08450C_A,2.13058,5.43883,2.48E-06,0.000109955,95.0631,protein_coding,16.086,70.4365,4.94545,12.9394,3.95878,NA,uncharacterized protein,NA
CR_08510W_A,PGA13,2.80052,4.62721,6.43E-06,0.00017064,78.2931,protein_coding,6.18227,43.0233,2.88048,10.9513,3.76792,NA,Pga13p,NA
CR_08830W_A,CR_08830W_A,-1.81385,9.87804,5.72E-06,0.000159277,77.9383,protein_coding,1464.88,416.626,339.791,91.4989,3.79785,NA,uncharacterized protein,NA
CR_08920W_A,CR_08920W_A,1.14867,7.57437,1.89E-05,0.000309191,59.1031,protein_coding,118.391,262.52,9.76419,58.2709,3.50977,NA,uncharacterized protein,NA
CR_09070C_A,CR_09070C_A,1.29241,7.23552,0.000318501,0.00197553,29.8758,protein_coding,87.3076,213.851,27.3996,51.939,2.70432,NA,uncharacterized protein,NA
CR_09090C_A,CR_09090C_A,-1.09681,4.89625,1.57E-05,0.000278563,61.7927,protein_coding,40.2901,18.8454,5.84324,2.72413,3.55508,NA,uncharacterized protein,NA
CR_09330C_A,CR_09330C_A,-1.20995,6.9131,2.28E-06,0.000104722,95.9593,protein_coding,167.973,72.6054,17.8524,11.0259,3.97996,NA,uncharacterized protein,NA
CR_09360W_A,FCY24,1.18373,0.770374,0.00102056,0.00438639,21.3158,protein_coding,0.928685,2.13095,0.224239,0.445602,2.35789,NA,Fcy24p,NA
CR_09460C_A,CR_09460C_A,-1.00727,10.0115,4.30E-06,0.000142186,83.1475,protein_coding,1378.32,685.68,120.755,56.9688,3.84714,NA,uncharacterized protein,NA
CR_09530C_A,CR_09530C_A,1.0093,6.85401,0.000452615,0.0024641,26.8234,protein_coding,76.6937,154.353,19.9989,27.4697,2.60834,NA,uncharacterized protein,NA
CR_09680C_A,RTA4,1.08484,3.78504,0.0218067,0.0472654,7.47766,protein_coding,8.72713,18.4504,2.75759,9.30113,1.32546,NA,Rta4p,NA
CR_09880W_A,DEF1,1.04341,8.95953,0.000402412,0.00229193,27.5492,protein_coding,325.163,670.167,54.5985,176.141,2.6398,NA,Def1p,NA
CR_09910W_A,GNP3,-2.66424,8.07509,3.23E-06,0.000121352,91.7086,protein_coding,465.443,73.3946,47.1032,29.6946,3.91595,NA,Gnp3p,NA
CR_10100C_A,INO1,-5.07889,3.20895,0.000112315,0.000952049,39.6875,protein_coding,17.4156,0.500966,13.9228,0.218011,3.02134,NA,inositol-3-phosphate synthase,NA
CR_10110W_A,CHT3,3.86082,6.85881,4.76E-09,5.52E-06,367.365,protein_coding,14.9345,217.051,2.77823,53.8746,5.25792,NA,Cht3p,NA
CR_10200W_A,CR_10200W_A,-1.61956,1.31539,0.000369993,0.00216689,28.2281,protein_coding,3.44336,1.11387,0.929357,0.412835,2.66416,NA,uncharacterized protein,NA
CR_10310W_A,CR_10310W_A,1.21329,2.01794,9.71E-05,0.000872472,39.8249,protein_coding,2.33143,5.40658,0.329361,1.13343,3.05925,NA,uncharacterized protein,NA
CR_10320W_A,CR_10320W_A,5.89103,5.83905,1.96E-06,9.53E-05,102.86,protein_coding,1.90008,112.319,2.08099,37.9669,4.02069,NA,uncharacterized protein,NA
CR_10360C_A,CTM1,-1.21913,7.84485,5.93E-06,0.000162171,77.3145,protein_coding,321.323,138.009,41.5451,21.5789,3.79003,NA,cytochrome c lysine N-methyltransferase,NA
CR_10540C_A,MCD1,1.42084,2.90595,0.0129117,0.0311555,9.28277,protein_coding,3.99436,10.7,2.37507,6.33402,1.50647,NA,kleisin alpha,NA
CR_10570C_A,YHB4,-1.47838,4.38948,2.82E-06,0.00011257,91.5019,protein_coding,30.5295,10.9394,5.66403,1.55312,3.94858,NA,Yhb4p,NA
CR_10670W_A,CPR6,-1.45884,7.89282,4.24E-05,0.000529284,49.1151,protein_coding,348.187,126.665,111.291,7.91462,3.27631,NA,peptidylprolyl isomerase,NA
